transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
3374245d-4d03-5ed5-af18-def1ebd9dded,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-02 14:01:26.343432,credit,FT - SBIN0001500 - SELECTRICITY TWO PRIVATE LIMITED,543263.60,FT2601020001500,PPzQm87vJbWKCbvqtbuaa6EIHRLB+xUz1dwm1paqOyA8/NCbzu8ltQ==
802a7e6f-ab5e-5623-8fe6-9806671304bb,c66af89a-b5ac-5b44-b510-04c6dd44efce,2026-01-02 14:17:45.573443,credit,IMPS - AUBL0001718 - REFUND RECEIVED,1206564.74,IM2601020001718,nEBebBG6cplNFEKSeXGb5do3EaUsE7W8s9sZwaS1rfGcQF5sEbpymQ==
659de95d-bd98-55f3-a83f-995d4099d2eb,70e11917-9970-5970-b113-c21780909a5c,2026-01-02 18:34:31.665598,credit,CHEQUE CREDIT - IMPS INWARD - INSTRUMENT 00001078,420749.42,CH2601020001078,qiHKzdSkvRsd/MxunW9nBgy5zqinjB8eqaUfswzT2pGqIcrN1KS9Gw==
efffc112-8e23-5a9f-aae4-aba972b35897,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-01-03 04:38:01.996493,debit,NEFT - TMBL0001650 - MICROSOFT AZURE INDIA,194637.68,NE2601030001650,
8045703a-04c3-58b5-b4ca-03f32294e555,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-03 09:53:10.771718,credit,FT - SBIN0001574 - IMPS INWARD,1020986.00,FT2601030001574,
7af8a272-b024-537c-ae36-dda29b3eb0ee,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-03 09:59:28.599826,credit,IMPS - HDFC0000080 - LOAN DISBURSEMENT,4594225.23,,77QrXAH9Ktcwbvi1rFxCmYVZb30x5Nmyuqic78NrH0XvtCtcAf0q1w==
557afedf-ab92-5f69-90f1-80dd398cbbc9,8b0ad8b7-30f1-53d4-9794-a73bfa3e0914,2026-01-03 12:27:18.227679,debit,IMPS - ICIC0001387 - AIRTEL BUSINESS,303824.72,IM2601030001387,
56251a61-a9eb-5a6d-986b-c876fdc18281,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-03 14:08:17.145461,debit,NEFT - HDFC0002085 - SOFTWARE SUBSCRIPTION,218427.95,NE2601030002085,
af6f837f-4374-5f39-bef2-ae095b02de1a,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-03 14:10:31.795555,debit,UPI-BAJAJ FINANCE COLLECTION-AUBL0001421-UP2601030001421,200645.99,UP2601030001421,
addacda3-2bd8-5414-88fd-0a344ce43ab6,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-03 14:47:08.129083,debit,UPI-IMPS CHARGES-AUBL0001467-UP2601030001467,1643.80,UP2601030001467,oTYmpjMcvSXhnA3TaFNi4EkD9o3zO/tDxT3e7+63wXyhNiamMxy9JQ==
247a4177-fef3-552e-8ef6-385f73ba0e7a,1ae840af-6fb8-5e48-a849-370dc36e9b3a,2026-01-03 17:42:32.152510,credit,CHEQUE CREDIT - SELECTRICITY TWO PRIVATE LIMITED - INSTRUMENT 00001982,1216498.32,CH2601030001982,iupzpvYybkAWa5Q4ZTbeqCrZkDKN3rFduMUEiJHP2HOK6nOm9jJuQA==
6772ccd4-2acc-57f8-b5e9-25131e114810,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-01-03 17:42:39.189683,debit,RTGS - RATN0002030 - MAKE MY TRIP,355430.43,RT2601030002030,
1626548a-6111-5d93-abd2-d00db814950b,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-04 01:22:48.609049,debit,CHEQUE DEBIT - DELHIVERY - INSTRUMENT 00001709,342406.16,CH2601040001709,
b5cec531-b49c-5956-a083-f2959496329c,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-04 02:23:55.858962,credit,IMPS - ICIC0002337 - CHEQUE DEPOSITS,297484.64,IM2601040002337,Hs/Paf4uOplyPkGDYAWLiMZCYsQL0DnbZT8H7xB7v10ez89p/i46mQ==
a229e68b-f503-58bf-a57e-705e4bbc3ac5,c66af89a-b5ac-5b44-b510-04c6dd44efce,2026-01-04 04:10:52.697185,credit,UPI-UPI COLLECTION-AUBL0002128-UP2601040002128,455753.10,UP2601040002128,
46890156-18a2-593d-af96-54df373e593f,1ae805be-5614-567c-a87f-410f5e8c930b,2026-01-04 05:02:33.200413,debit,RTGS - CNRB0000140 - SALARY PAYOUT,1127645.27,RT2601040000140,7RImGVphhrM1mSLg1jfaU9tHk7u9RJHbmx5ttemWUXvtEiYZWmGGsw==
974f7994-82dc-5cbd-a480-e94a4cf2bc5f,70e11917-9970-5970-b113-c21780909a5c,2026-01-04 05:28:58.452461,credit,IMPS - KKBK0000413 - SELECTRICITY TWO PRIVATE LIMITED,600723.35,IM2601040000413,
780e3621-eac2-510e-aa7d-2ff0835f83b0,70e11917-9970-5970-b113-c21780909a5c,2026-01-04 06:51:09.819532,debit,UPI-GOOGLE CLOUD INDIA-KKBK0001151-UP2601040001151,432771.57,UP2601040001151,
08ee9c3b-7920-5ced-a2bf-2193d79229df,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-01-04 09:37:57.388413,debit,CHEQUE DEBIT - AIRTEL BUSINESS - INSTRUMENT 00000632,179037.60,CH2601040000632,
57c23cea-0a76-5bf0-87fe-47ce9a137829,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-04 13:40:12.453362,debit,RTGS - ICIC0001851 - AIRTEL BUSINESS,209230.94,RT2601040001851,
1b5047a4-ddde-5c42-80ba-d7aac15bde9d,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-04 15:44:17.665349,debit,CHEQUE DEBIT - MICROSOFT AZURE INDIA - INSTRUMENT 00002182,462955.45,CH2601040002182,
0d9ee2a8-778d-5726-8599-2d231631741d,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-04 16:56:51.009689,debit,CHEQUE DEBIT - INSURANCE PREMIUM - INSTRUMENT 00002193,19337.54,CH2601040002193,
3c2ec96f-596c-5c68-8f1e-489084f27c00,52955e57-3e68-5090-924b-05aafdf2ed3b,2026-01-04 22:01:59.267966,debit,NEFT - UTIB0002267 - VENDOR SETTLEMENT,443946.56,NE2601040002267,iyjw5Q+UhrXTWOTqOsB1JdFj9j3yZdQeYonrr7n4VuaLKPDlD5SGtQ==
3174f154-9b33-5ec0-a516-1776c951a3fc,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-04 23:35:39.308427,credit,RTGS - UTIB0000139 - LOAN DISBURSEMENT,3162915.15,RT2601040000139,D07i8ttz3h6zBk9Fzv2pz0jLtuBl2Scd+dWZi3EpFNkPTuLy23PeHg==
6d93dd7f-d8aa-5419-a462-4fa5a7cdec4f,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-01-05 01:42:42.236675,debit,RTGS - UTIB0001085 - SALARY PAYOUT,2400872.24,RT2601050001085,
4063f523-85f8-5120-9b9b-73f8e2ae23d4,c66af89a-b5ac-5b44-b510-04c6dd44efce,2026-01-05 03:07:44.355654,debit,NEFT - AUBL0000360 - UMANG SELECTION HAPUR,147778.36,NE2601050000360,zCinOcj1McZWohAou6Rf3SvSNatCbK3KlOgFGxw9W+LMKKc5yPUxxg==
84b78435-78f5-5677-9110-c9c8f5145591,cef50e75-3fed-5fdf-a79c-260ee521078e,2026-01-05 03:46:50.500360,debit,UPI-IMPS CHARGES-TMBL0000592-UP2601050000592,166.90,UP2601050000592,mfkjPLfK9koWsIoKeKs0SMY6QwjHeIqqwjHpLoAkm1+Z+SM8t8r2Sg==
85f1fa4a-326c-5da5-a7ab-6102ba072b98,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-01-05 04:47:06.610380,debit,RTGS - UTIB0001776 - INSURANCE PREMIUM,63767.72,RT2601050001776,4HhbxvcqRIQmbT59YUg+EYYMZ744ASVocH8VjM6ZkW7geFvG9ypEhA==
bf99e566-75fe-50c0-aef7-15a3b068db98,1ae840af-6fb8-5e48-a849-370dc36e9b3a,2026-01-05 06:46:52.355077,debit,NEFT - HDFC0000211 - ATM CASH WITHDRAWAL - A/C 30000000087109,27245.95,NE2601050000211,
ab8c5333-6218-5602-830f-cf3311cf46f2,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-05 10:57:00.871429,debit,IMPS - SBIN0001033 - GST PAYMENT,4712526.12,IM2601050001033,nCjynvUZTx0Gguify+qqq4GXHN3F9zH3sIM3wP4MLpScKPKe9RlPHQ==
8c378093-ac82-5356-bf11-c0ec8a489778,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-05 15:41:38.631176,debit,UPI-AWS INDIA-HDFC0002018-UP2601050002018,152488.76,UP2601050002018,xqthXp66jPc8oqgq3xFDTZUrGcmeZXpllYTC4Fv+vCrGq2FenrqM9w==
6c198181-7cc8-5a77-ae18-a10cc270a97e,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-01-05 15:42:28.181453,debit,UPI-OFFICE RENT-UBIN0002062-UP2601050002062,1557324.67,UP2601050002062,Om6OZJSnxqewbXYsGg9EwxISZqYD5ASJ4G1DcMNs2wE6bo5klKfGpw==
a8f75822-31cc-5a55-8d82-8d597ec083dc,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-05 21:52:24.346498,debit,FT - AUBL0001811 - RELIANCE DIGITAL RETAIL LTD,45445.52,FT2601050001811,Em1K2aEDMAPRPoZ8JTA9G3PS2g1LSeU5FMZzzG4Ijo0SbUrZoQMwAw==
a2b8c5e2-2520-5d73-b38c-def34e336abd,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-01-06 03:14:44.406544,credit,FT - RATN0001519 - UPI COLLECTION,1433134.15,FT2601060001519,ptyUSvgawcVAJS8nZTphP5C/WHDHuh0rgS8t9NymhnOm3JRK+BrBxQ==
05e60e0f-b09f-59f2-86cb-f2a6e4ffe440,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-06 03:46:51.331393,debit,CHEQUE DEBIT - SOFTWARE SUBSCRIPTION - INSTRUMENT 00001608,128194.77,CH2601060001608,
4d19f507-b1bb-5bab-b98a-cd79622eaaf7,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-06 14:53:31.638109,debit,NEFT - KKBK0001017 - SWIGGY CORPORATE,11102.76,NE2601060001017,Bdtes7WA1jRfp9rIU2vWgXfXxlATxa6DCf1uzuiRPDYF216ztYDWNA==
fc3371dd-2067-5aa7-9c5f-72da25456a44,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-06 19:47:25.426454,credit,NEFT - AUBL0001719 - REFUND RECEIVED,1070148.74,NE2601060001719,hDSDomzAwIisa7RJy1k+Ox8pdUjicqXQRrd7xMYHNN6ENIOibMDAiA==
44befde0-cb2d-584d-b966-0e0f1986e2fc,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-01-06 20:04:17.263491,credit,IMPS - UTIB0000369 - IMPS INWARD,611035.45,IM2601060000369,rGWqczmOH61nLUky/sFIKt3SvVVKaqUwDwpT91SOQl2sZapzOY4frQ==
625808bc-5507-56bc-8735-d359bff3b428,1ae805be-5614-567c-a87f-410f5e8c930b,2026-01-06 20:34:15.407663,debit,FT - CNRB0000285 - SALARY PAYOUT,2384804.76,FT2601060000285,
e6d8b80f-8355-5b90-94ff-e3f503ca1a9f,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-01-06 20:49:59.738599,debit,RTGS - ICIC0000056 - BAJAJ FINANCE COLLECTION,158448.12,RT2601060000056,145o2ocDBiLoYLKxsAqQpr+NjMMYu0WwLg2Zc5o/YBjXjmjahwMGIg==
94c719bd-5f28-591e-9486-75217f18c9f6,ef9e989b-5089-570c-9611-7bb8e23c69a6,2026-01-06 23:22:07.630877,debit,UPI-AIRTEL BUSINESS-UBIN0001297-UP2601060001297,166617.32,UP2601060001297,+hHJ+8E+dBwe3QZHZcZXEchvNp1nfuxoCwv6L+zeU+f6Ecn7wT50HA==
662bc4e3-0832-5315-bfc2-92b642f54b5d,cef50e75-3fed-5fdf-a79c-260ee521078e,2026-01-06 23:53:12.164214,debit,CHEQUE DEBIT - ATM CASH WITHDRAWAL - INSTRUMENT 00000196,381449.07,CH2601060000196,lzy6m+g32TFreFuLTBlDAMEnLrjgtglvyMAWMzgXV1KXPLqb6DfZMQ==
df2aa6dd-62ba-5d3f-aa1d-f8c4c0b3c01c,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-07 03:06:22.017599,debit,UPI-INSURANCE PREMIUM-CNRB0001444-UP2601070001444,161824.93,UP2601070001444,GDbMcz99iEch43xz11oDt9RIp4syKi6xBL3bb9W5D+wYNsxzP32IRw==
1b7db4fb-2b04-5dcb-b8ee-97044d256b55,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-01-07 06:19:47.983692,credit,CHEQUE CREDIT - LOAN DISBURSEMENT - INSTRUMENT 00000507,6460184.96,CH2601070000507,+ESg7QnpRZXEJ0HcyJ0T2ow/caRpN3brA5tlE9XUWgz4RKDtCelFlQ==
befac8c1-509b-5fe1-8041-0fcc5209267d,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-01-07 10:43:27.888585,credit,FT - UBIN0001560 - UPI COLLECTION,1348985.53,FT2601070001560,
727dd8b7-c6d3-5f76-9104-ff99f663c61b,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-07 10:58:10.632784,debit,CHEQUE DEBIT - MAKE MY TRIP - INSTRUMENT 00002048,426971.65,CH2601070002048,9sblFT9dI80g3WJ1mrFJ4o5OYtH7q3wz9BjdhyN4Yqj2xuUVP10jzQ==
ee734431-9a3c-56f0-8d6b-7e16a73940e1,70e11917-9970-5970-b113-c21780909a5c,2026-01-07 13:30:58.439449,debit,IMPS - KKBK0000365 - SWIGGY CORPORATE,378804.19,IM2601070000365,
01549794-6e94-537c-a050-dd3f2df4f067,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-01-07 14:23:33.664069,credit,UPI-BAJAJ FINANCE LTD DISBURSEMENT-UTIB0001132-UP2601070001132,1763943.70,UP2601070001132,z3By7kEAWMGgOIMNllX057i1e0uQEvWUO3y4A18sqZfPcHLuQQBYwQ==
dc712b7c-0719-52d6-afa3-ed885430cef1,cef50e75-3fed-5fdf-a79c-260ee521078e,2026-01-07 17:52:48.315492,debit,IMPS - TMBL0001790 - SOFTWARE SUBSCRIPTION,95142.90,IM2601070001790,/lxJHdxaRHOFmAyO1Yw9hnhR8ufUMlZnRPs00sONH07+XEkd3FpEcw==
f498e97a-66ad-5b9f-8d9b-8a146bdca503,8b0ad8b7-30f1-53d4-9794-a73bfa3e0914,2026-01-07 19:23:13.632114,debit,CHEQUE DEBIT - INSURANCE PREMIUM - INSTRUMENT 00002352,133545.24,CH2601070002352,3xTDaW7G/htg/mhUJ+1tT1pY3fH7FYmgLdjXPUhgyrffFMNpbsb+Gw==
164613d2-3aa5-54b2-8a6c-c885b4408a4e,fcd8273d-738c-5491-a3d3-7b1f90feba61,2026-01-08 06:12:02.291450,debit,FT - UBIN0000021 - AWS INDIA,404240.49,FT2601080000021,
8d245fce-52c8-5f13-b00d-aa1547155aca,acfbe204-7541-492c-a352-040aa984bedc,2026-01-08 10:52:01.521011,debit,IMPS - HDFC0000138 - DELHIVERY,351328.15,IM2601080000138,
b88a7b6d-c5ab-54b5-a9b4-7547847436dd,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-08 13:21:18.579991,credit,UPI-CUSTOMER COLLECTION-SBIN0002291-UP2601080002291,1321543.20,UP2601080002291,yV2UM1No100T4EzPBjsk4krYP6X21gcc9jGQ+wND9k/JXZQzU2jXTQ==
03dd5e13-882c-51df-808b-c7f15e94a618,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-08 16:09:10.183478,debit,FT - CNRB0002322 - NAVYUG SELECTION,31768.11,FT2601080002322,Ql8kYiUUbi7ieli9UKHovmNlQkgCsBz2LxGUHV/tuKJCXyRiJRRuLg==
ab069d65-47c6-547d-8481-cbeb7aa686b9,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-01-08 17:44:11.044147,debit,FT - TMBL0000684 - INSURANCE PREMIUM,326782.57,FT2601080000684,
1ac08061-87aa-54bb-93c9-0be11c707ee0,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-01-08 18:16:06.482383,debit,IMPS - UBIN0001778 - MAKE MY TRIP,277364.18,IM2601080001778,
90739377-1c8d-5317-a212-656e65e91dc3,fcd8273d-738c-5491-a3d3-7b1f90feba61,2026-01-09 06:09:01.672733,credit,CHEQUE CREDIT - UPI COLLECTION - INSTRUMENT 00000293,553570.32,CH2601090000293,SaVaWiEcsL7cbmiggdvA0zd6CTHGOEKFZVNB7z7eKERJpVpaIRywvg==
243b5693-29dd-581f-b10d-1d549e5f4f29,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-09 13:34:34.100497,debit,UPI-INSURANCE PREMIUM-UTIB0000396-UP2601090000396,68078.32,UP2601090000396,pgIDPnmYwAnlA1CjbMu1QpE0LdC1LN/DdU3Lo5kktLamAgM+eZjACQ==
66404ca8-cfa0-5caf-b23e-1ebdc88de033,c66af89a-b5ac-5b44-b510-04c6dd44efce,2026-01-09 17:02:05.896322,credit,NEFT - AUBL0001766 - CHEQUE DEPOSITS,815736.51,NE2601090001766,du0KDFHH0fUm24pzJGtf5Yo0reX0oiPJ4HR9FCDkLwd27QoMUcfR9Q==
a8ab60bb-7c94-5176-a5ba-43e3648e2cda,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-01-09 21:39:03.765282,debit,UPI-BLUE DART-TMBL0000954-UP2601090000954,308290.81,UP2601090000954,
cc96fb4e-df8a-5d7c-95ae-f3dd376333ce,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-01-10 00:05:40.924837,debit,CHEQUE DEBIT - MICROSOFT AZURE INDIA - INSTRUMENT 00001935,498189.32,CH2601100001935,
92f4c5da-3903-5c8f-9334-594c2e4c4723,a6d29e4b-510b-5184-a7f8-097fb2579f10,2026-01-10 07:51:37.418847,credit,NEFT - CNRB0001745 - NEFT INWARD,794768.99,,1584b6mwzbO2Dwfso+E7fwhgfSUffcbs0yCMwsx3BMrXnzhvqbDNsw==
aad697b6-f13d-566d-9318-486c89508d77,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-10 14:51:51.061657,credit,UPI-INTEREST CREDIT-CNRB0001501-UP2601100001501,922307.92,UP2601100001501,
abc1870b-d929-58b9-86e5-705dd93af4cd,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-01-10 16:24:20.881496,credit,IMPS - UTIB0000035 - LOAN DISBURSEMENT,24329879.24,IM2601100000035,JUcbZoZpfHJEPlkzrfMqb53L6u5+Cd87wZLYVvcd9iclRxtmhml8cg==
6f9603de-bd2e-589d-ba82-3f4772fa048b,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-10 18:11:20.510470,debit,IMPS - CNRB0001887 - INSURANCE PREMIUM,337728.29,,ffSk97utbMCljyWvi1DGa6meeCy5UuGa2Q8ri80JYoZ99KT3u61swA==
025e854f-d115-51ee-8154-3cfddbdfb2bf,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-01-10 21:17:26.747913,debit,NEFT - ICIC0002347 - UMANG SELECTION HAPUR,102224.72,NE2601100002347,MrcZ29dXQtMebX+wnOKiszsvxj52hAV/36eTkwbc7bYytxnb11dC0w==
6cdc3dba-98f5-52aa-b86c-df7bf8f48c16,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-11 00:09:06.332990,credit,NEFT - AUBL0002132 - BAJAJ FINANCE LTD DISBURSEMENT,24338055.43,NE2601110002132,IpOQs3f+xzr4dPTLo4PQjdsMdZ/MvFYZxpoSh5R5FWsik5Czd/7HOg==
557fac8c-e5c5-5975-840f-bb8b51e1ab2e,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-11 02:58:35.355690,debit,FT - AUBL0001311 - BLUE DART,274738.07,,c+cWb9z2fxaRtRt5C7sykSl4N90I8/O7ke5W9/nkaFtz5xZv3PZ/Fg==
904357d2-2d60-5d6b-a703-69e20e900075,11772f92-4d95-5afb-9152-c2e461ae0e4a,2026-01-11 03:24:19.111697,debit,CHEQUE DEBIT - BAJAJ FINANCE COLLECTION - INSTRUMENT 00001404,383460.30,CH2601110001404,BR0W5jzg9bLcFK+FBwBXC1a/4MJmeASKhVkZpsmaapQFHRbmPOD1sg==
80712135-daaa-5caa-9cc2-b8f38d89690b,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-11 04:34:14.214114,credit,FT - HDFC0001156 - UPI COLLECTION,1217599.90,FT2601110001156,
def77d19-815a-51b4-88db-ddea17afb2a6,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-01-11 05:37:34.720730,debit,RTGS - RATN0001806 - OFFICE RENT,1627696.43,RT2601110001806,Hq43SVMZKxtZV1rfZ65r0BTQ5MNSnXikBgDwr3GyQ2EerjdJUxkrGw==
6183d097-5237-5d4e-9f58-78dad2c05a14,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-11 07:18:08.064526,debit,NEFT - AUBL0002184 - SELECTION ELECTRONICS DAHISAR EAST,174062.34,NE2601110002184,
849367dc-f7a5-5da2-852c-8f1ecd0b6c1e,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-11 08:18:05.105037,credit,CHEQUE CREDIT - LOAN DISBURSEMENT - INSTRUMENT 00000063,18015886.71,CH2601110000063,2HHO1RocGr9GwQ+OLk55XwmWSxsG6/tVtiEa06RclqDYcc7VGhwavw==
91cc9d87-c25d-5671-8655-4df55530afd3,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-11 11:07:00.488474,debit,CHEQUE DEBIT - RELIANCE DIGITAL RETAIL LTD - INSTRUMENT 00002109,406578.82,CH2601110002109,x52Zwsulw9WE49JAmOaAthjdu9XSHw6IsXL+yWpMi1HHnZnCy6XD1Q==
5872b342-c582-5310-9e02-7bede3b18730,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-11 11:57:53.628304,debit,CHEQUE DEBIT - GOOGLE CLOUD INDIA - INSTRUMENT 00002232,83951.07,CH2601110002232,
7dd50471-7ba4-56b9-8aad-9b1df1425e01,11772f92-4d95-5afb-9152-c2e461ae0e4a,2026-01-11 12:00:10.371477,debit,UPI-SOFTWARE SUBSCRIPTION-SBIN0001866-UP2601110001866,170402.07,UP2601110001866,FVl3Ck4FwNlubXdHvqKavMtr603s21hzDSqQ3k2gyKUVWXcKTgXA2Q==
f83e49bf-e7e6-5b8a-b586-0bed2c980a20,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-11 13:11:31.551846,debit,CHEQUE DEBIT - INSURANCE PREMIUM - INSTRUMENT 00001051,118064.43,,K7GFetK4iuVT4S4BBdbLCxXKVA8CLBeKTUw+FO2LmxwrsYV60riK5Q==
936d4a7a-7057-57db-9f66-6b6464992396,34bece0e-0264-5663-94b8-4e2c54c07448,2026-01-11 14:31:34.576731,debit,FT - HDFC0000672 - NAVYUG SELECTION,414891.60,FT2601110000672,pDs9QfqcF03ghEj1ZRJetK9QqJYZz8Ei/ut9/YHwQ1akOz1B+pwXTQ==
2d171b98-1f82-572b-8dab-bfbace85eab8,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-01-11 15:21:01.689208,debit,NEFT - AUBL0000815 - JIO BUSINESS,7704.02,NE2601110000815,
0ad4f896-db33-5bf5-b8d2-9021e7d5e818,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-11 17:02:12.219466,credit,IMPS - HDFC0000689 - IMPS INWARD,442661.76,IM2601110000689,owd8O76WrLNj+K+Mfz6YVW4v9t0YiNydp3UN0L1YbJWjB3w7vpassw==
0d186a6b-5dca-515e-b9fe-21e7acc84140,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-11 22:40:11.587765,debit,FT - ICIC0000800 - SWIGGY CORPORATE,284238.80,FT2601110000800,x7TG7gd2PYhZQkO7cg86d2lN8GZmRzGdk/f5WMYSeMPHtMbuB3Y9iA==
b2a90944-9276-5aef-9b77-9aa647b5a2ac,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-11 23:51:36.524308,debit,NEFT - HDFC0000430 - IMPS CHARGES,2166.72,,k27dzHbOF2oTGnSqVHnJsOb7EyyAuuvmsK9QL8dUWrSTbt3Mds4Xag==
02a739b7-a86b-54e4-8f63-b72c8f72cc20,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-01-12 01:05:04.878699,credit,NEFT - TMBL0000601 - SETTLEMENT CREDIT,7824545.09,NE2601120000601,dNAm/HO9W0i5uWPjoMGycGQG6zzB8QaRCUFGaogC3qh00Cb8c71bSA==
1f10fdae-22a9-5ce3-8025-d5fdc83a8fc2,c66af89a-b5ac-5b44-b510-04c6dd44efce,2026-01-12 01:51:12.331732,debit,RTGS - AUBL0000114 - SALARY PAYOUT,2185901.09,RT2601120000114,ZruKrqJusQs83qUw+NVvNkAR9lo9VpWDRMV8gIeB+qhmu4quom6xCw==
6aed717b-aa37-54f6-b441-4380d35a6544,8b0ad8b7-30f1-53d4-9794-a73bfa3e0914,2026-01-12 08:34:50.494247,credit,UPI-REFUND RECEIVED-ICIC0001113-UP2601120001113,1065700.70,UP2601120001113,rKszcQSYdOVpA/oVOKPnRfrzKE2giQha6JmpfHF3rl2sqzNxBJh05Q==
7b58e494-b1bc-590e-8059-5bdfe52460e6,8b0ad8b7-30f1-53d4-9794-a73bfa3e0914,2026-01-12 11:38:47.103446,credit,IMPS - ICIC0000529 - LOAN DISBURSEMENT,21547572.15,IM2601120000529,
8ac18f9a-7e1a-58fe-95ce-c275de0083da,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-01-12 13:27:36.252362,debit,RTGS - RATN0000219 - BAJAJ FINANCE COLLECTION,376650.72,,sX+jj7DDzLVLe6WSYDfKp/kuTQD7BtKTEdXQmEMx7tKxf6OPsMPMtQ==
4422cfbb-ab93-5b7d-b003-82ebe0aea95c,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-12 18:31:42.678813,debit,CHEQUE DEBIT - SOFTWARE SUBSCRIPTION - INSTRUMENT 00001922,209561.02,,
65297112-25e5-50a9-8487-e9596bfd4469,342b88ca-0ab5-583f-896b-9692cd7b9978,2026-01-13 01:59:42.828506,credit,IMPS - SBIN0000268 - BAJAJ FINANCE LTD DISBURSEMENT,18465171.38,IM2601130000268,gxHXZbigGOD1GR6MFdaJuq/tY3DcOMpweDyWy9t7p1iDEddluKAY4A==
22eaec3d-d167-5505-8aa9-64e9a1a95ee0,70e11917-9970-5970-b113-c21780909a5c,2026-01-13 06:04:43.839885,credit,IMPS - KKBK0001604 - CUSTOMER COLLECTION,267303.77,,
4996c72b-dbd1-5e7e-85dc-d9def9bb8168,11772f92-4d95-5afb-9152-c2e461ae0e4a,2026-01-13 07:12:30.502713,debit,FT - SBIN0001296 - VENDOR SETTLEMENT,108071.68,FT2601130001296,Rzq1zPnVt9DysQxcFV/WPR0tvFddXz4SosJMAi5h7exHOrXM+dW30A==
ac0a406a-4ff9-534b-9ea6-2dbc533ed71f,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-01-13 15:48:59.653839,debit,UPI-SWIGGY CORPORATE-TMBL0000469-UP2601130000469,450393.84,UP2601130000469,
63145761-6733-59b7-9297-78c993849798,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-13 19:17:24.560419,debit,IMPS - ICIC0000960 - NAVYUG SELECTION,395181.42,IM2601130000960,EZX82qjshoKLSwLcMaz29XryYXUnOkASCovWrZWS0R0RlfzaqOyGgg==
