reconciliation_id,company_id,transaction_id,reconciliation_type,status,reconciled_amount,unreconciled_amount,currency,matched_record_count,bank_statement_reference,matched_on,reason_code,owner,notes,last_reviewed_at
REC-000132,CMP-NL-001,TXN-000147,card_to_receipt,partially_reconciled,218909.41,49836.36,INR,1,BANK-20250619-000132,,amount_mismatch,Asha Nair,Synthetic reconciliation record.,2025-07-09T17:30:00+05:30
REC-000133,CMP-NL-001,TXN-000159,card_to_receipt,reconciled,22450.74,0.00,INR,1,BANK-20250619-000133,2025-06-25,,Rohit Menon,Synthetic reconciliation record.,2025-06-30T17:30:00+05:30
REC-000134,CMP-NL-001,TXN-000148,card_to_receipt,reconciled,417231.37,0.00,INR,1,BANK-20250620-000134,2025-06-22,,Asha Nair,Synthetic reconciliation record.,2025-07-08T17:30:00+05:30
REC-000135,CMP-NL-001,TXN-000123,bank_to_ledger,reconciled,32881.53,0.00,INR,1,BANK-20250621-000135,2025-06-26,,Rohit Menon,Synthetic reconciliation record.,2025-07-01T17:30:00+05:30
REC-000136,CMP-NL-001,TXN-000152,invoice_to_payout,reconciled,25277.95,0.00,INR,1,BANK-20250621-000136,2025-07-03,,Asha Nair,Synthetic reconciliation record.,2025-06-23T17:30:00+05:30
REC-000137,CMP-NL-001,TXN-000157,card_to_receipt,reconciled,225576.42,0.00,INR,1,BANK-20250622-000137,2025-07-04,,Asha Nair,Synthetic reconciliation record.,2025-06-23T17:30:00+05:30
REC-000138,CMP-NL-001,TXN-000113,card_to_receipt,reconciled,49445.33,0.00,INR,1,BANK-20250623-000138,2025-06-23,,Rohit Menon,Synthetic reconciliation record.,2025-06-29T17:30:00+05:30
REC-000139,CMP-NL-001,TXN-000122,card_to_receipt,reconciled,78643.41,0.00,INR,1,BANK-20250623-000139,2025-06-30,,Neha Rao,Synthetic reconciliation record.,2025-07-09T17:30:00+05:30
REC-000140,CMP-NL-001,TXN-000145,invoice_to_payout,reconciled,48001.22,0.00,INR,1,BANK-20250623-000140,2025-07-01,,Neha Rao,Synthetic reconciliation record.,2025-06-28T17:30:00+05:30
REC-000141,CMP-NL-001,TXN-000158,invoice_to_payout,reconciled,25166.91,0.00,INR,1,BANK-20250623-000141,2025-07-03,,Neha Rao,Synthetic reconciliation record.,2025-07-02T17:30:00+05:30
REC-000142,CMP-NL-001,TXN-000160,invoice_to_payout,partially_reconciled,20398.63,2268.75,INR,1,BANK-20250623-000142,,amount_mismatch,Asha Nair,Synthetic reconciliation record.,2025-07-09T17:30:00+05:30
REC-000143,CMP-NL-001,TXN-000116,card_to_receipt,reconciled,364607.14,0.00,INR,1,BANK-20250624-000143,2025-06-28,,Kabir Shah,Synthetic reconciliation record.,2025-06-25T17:30:00+05:30
REC-000144,CMP-NL-001,TXN-000124,bank_to_ledger,reconciled,39854.99,0.00,INR,1,BANK-20250624-000144,2025-07-09,,Kabir Shah,Synthetic reconciliation record.,2025-07-01T17:30:00+05:30
REC-000145,CMP-NL-001,TXN-000128,bank_to_ledger,reconciled,142383.01,0.00,INR,1,BANK-20250624-000145,2025-07-07,,Asha Nair,Synthetic reconciliation record.,2025-07-05T17:30:00+05:30
REC-000146,CMP-NL-001,TXN-000120,bank_to_ledger,reconciled,182910.09,0.00,INR,1,BANK-20250625-000146,2025-06-25,,Asha Nair,Synthetic reconciliation record.,2025-07-05T17:30:00+05:30
REC-000147,CMP-NL-001,TXN-000132,invoice_to_payout,reconciled,123967.00,0.00,INR,1,BANK-20250625-000147,2025-07-04,,Kabir Shah,Synthetic reconciliation record.,2025-06-28T17:30:00+05:30
REC-000148,CMP-NL-001,TXN-000139,invoice_to_payout,reconciled,164342.90,0.00,INR,1,BANK-20250625-000148,2025-06-27,,Neha Rao,Synthetic reconciliation record.,2025-07-15T17:30:00+05:30
REC-000149,CMP-NL-001,TXN-000134,invoice_to_payout,reconciled,151041.82,0.00,INR,1,BANK-20250626-000149,2025-07-02,,Asha Nair,Synthetic reconciliation record.,2025-06-30T17:30:00+05:30
REC-000150,CMP-NL-001,TXN-000136,bank_to_ledger,reconciled,48980.05,0.00,INR,1,BANK-20250626-000150,2025-06-27,,Kabir Shah,Synthetic reconciliation record.,2025-07-06T17:30:00+05:30
REC-000151,CMP-NL-001,TXN-000135,invoice_to_payout,reconciled,71471.07,0.00,INR,1,BANK-20250627-000151,2025-07-06,,Kabir Shah,Synthetic reconciliation record.,2025-07-10T17:30:00+05:30
REC-000152,CMP-NL-001,TXN-000114,bank_to_ledger,reconciled,507637.10,0.00,INR,1,BANK-20250628-000152,2025-06-30,,Kabir Shah,Synthetic reconciliation record.,2025-07-16T17:30:00+05:30
REC-000153,CMP-NL-001,TXN-000125,card_to_receipt,reconciled,113496.09,0.00,INR,1,BANK-20250628-000153,2025-07-09,,Asha Nair,Synthetic reconciliation record.,2025-07-13T17:30:00+05:30
REC-000154,CMP-NL-001,TXN-000137,card_to_receipt,reconciled,1248474.75,0.00,INR,1,BANK-20250629-000154,2025-07-12,,Neha Rao,Synthetic reconciliation record.,2025-07-14T17:30:00+05:30
REC-000155,CMP-NL-001,TXN-000144,bank_to_ledger,reconciled,35398.94,0.00,INR,1,BANK-20250629-000155,2025-07-08,,Asha Nair,Synthetic reconciliation record.,2025-07-01T17:30:00+05:30
REC-000156,CMP-NL-001,TXN-000129,card_to_receipt,reconciled,295042.17,0.00,INR,1,BANK-20250701-000156,2025-07-13,,Rohit Menon,Synthetic reconciliation record.,2025-07-14T17:30:00+05:30
REC-000157,CMP-NL-001,TXN-000138,bank_to_ledger,reconciled,246352.49,0.00,INR,1,BANK-20250701-000157,2025-07-16,,Neha Rao,Synthetic reconciliation record.,2025-07-04T17:30:00+05:30
REC-000158,CMP-NL-001,TXN-000143,card_to_receipt,reconciled,94550.46,0.00,INR,1,BANK-20250701-000158,2025-07-16,,Asha Nair,Synthetic reconciliation record.,2025-07-08T17:30:00+05:30
REC-000159,CMP-NL-001,TXN-000197,bank_to_ledger,reconciled,251479.51,0.00,INR,1,BANK-20250703-000159,2025-07-06,,Rohit Menon,Synthetic reconciliation record.,2025-07-15T17:30:00+05:30
REC-000160,CMP-NL-001,TXN-000214,card_to_receipt,reconciled,105361.82,0.00,INR,1,BANK-20250703-000160,2025-07-16,,Rohit Menon,Synthetic reconciliation record.,2025-07-09T17:30:00+05:30
REC-000161,CMP-NL-001,TXN-000165,card_to_receipt,reconciled,27951.47,0.00,INR,1,BANK-20250705-000161,2025-07-18,,Neha Rao,Synthetic reconciliation record.,2025-07-15T17:30:00+05:30
REC-000162,CMP-NL-001,TXN-000176,card_to_receipt,reconciled,36319.82,0.00,INR,1,BANK-20250705-000162,2025-07-05,,Neha Rao,Synthetic reconciliation record.,2025-07-25T17:30:00+05:30
REC-000163,CMP-NL-001,TXN-000181,bank_to_ledger,reconciled,14700.05,0.00,INR,1,BANK-20250705-000163,2025-07-05,,Neha Rao,Synthetic reconciliation record.,2025-07-08T17:30:00+05:30
REC-000164,CMP-NL-001,TXN-000195,bank_to_ledger,reconciled,72631.30,0.00,INR,1,BANK-20250705-000164,2025-07-17,,Kabir Shah,Synthetic reconciliation record.,2025-07-17T17:30:00+05:30
REC-000165,CMP-NL-001,TXN-000177,bank_to_ledger,unreconciled,0.00,69294.38,INR,0,,,timing_difference,Kabir Shah,Synthetic reconciliation record.,2025-07-13T17:30:00+05:30
REC-000166,CMP-NL-001,TXN-000205,card_to_receipt,reconciled,41429.03,0.00,INR,1,BANK-20250708-000166,2025-07-20,,Asha Nair,Synthetic reconciliation record.,2025-07-26T17:30:00+05:30
REC-000167,CMP-NL-001,TXN-000211,bank_to_ledger,partially_reconciled,8892.18,4052.59,INR,1,BANK-20250708-000167,,amount_mismatch,Kabir Shah,Synthetic reconciliation record.,2025-07-20T17:30:00+05:30
REC-000168,CMP-NL-001,TXN-000202,bank_to_ledger,reconciled,226620.12,0.00,INR,1,BANK-20250709-000168,2025-07-17,,Rohit Menon,Synthetic reconciliation record.,2025-07-18T17:30:00+05:30
REC-000169,CMP-NL-001,TXN-000166,invoice_to_payout,reconciled,15973.97,0.00,INR,1,BANK-20250710-000169,2025-07-20,,Neha Rao,Synthetic reconciliation record.,2025-07-20T17:30:00+05:30
REC-000170,CMP-NL-001,TXN-000185,bank_to_ledger,unreconciled,0.00,117959.63,INR,0,,,missing_receipt,Neha Rao,Synthetic reconciliation record.,2025-07-12T17:30:00+05:30
REC-000171,CMP-NL-001,TXN-000186,card_to_receipt,reconciled,112568.90,0.00,INR,1,BANK-20250710-000171,2025-07-17,,Rohit Menon,Synthetic reconciliation record.,2025-07-26T17:30:00+05:30
REC-000172,CMP-NL-001,TXN-000191,invoice_to_payout,reconciled,52558.85,0.00,INR,1,BANK-20250711-000172,2025-07-18,,Neha Rao,Synthetic reconciliation record.,2025-07-31T17:30:00+05:30
REC-000173,CMP-NL-001,TXN-000198,invoice_to_payout,reconciled,169309.82,0.00,INR,1,BANK-20250711-000173,2025-07-20,,Kabir Shah,Synthetic reconciliation record.,2025-07-31T17:30:00+05:30
REC-000174,CMP-NL-001,TXN-000213,invoice_to_payout,reconciled,54047.29,0.00,INR,1,BANK-20250711-000174,2025-07-24,,Kabir Shah,Synthetic reconciliation record.,2025-07-19T17:30:00+05:30
REC-000175,CMP-NL-001,TXN-000170,invoice_to_payout,reconciled,173586.84,0.00,INR,1,BANK-20250712-000175,2025-07-24,,Neha Rao,Synthetic reconciliation record.,2025-07-28T17:30:00+05:30
REC-000176,CMP-NL-001,TXN-000188,bank_to_ledger,reconciled,157850.55,0.00,INR,1,BANK-20250712-000176,2025-07-21,,Asha Nair,Synthetic reconciliation record.,2025-07-28T17:30:00+05:30
REC-000177,CMP-NL-001,TXN-000208,invoice_to_payout,reconciled,8487.86,0.00,INR,1,BANK-20250712-000177,2025-07-12,,Rohit Menon,Synthetic reconciliation record.,2025-07-25T17:30:00+05:30
REC-000178,CMP-NL-001,TXN-000168,invoice_to_payout,reconciled,420514.87,0.00,INR,1,BANK-20250713-000178,2025-07-13,,Rohit Menon,Synthetic reconciliation record.,2025-08-01T17:30:00+05:30
REC-000179,CMP-NL-001,TXN-000209,bank_to_ledger,reconciled,20861.94,0.00,INR,1,BANK-20250713-000179,2025-07-14,,Neha Rao,Synthetic reconciliation record.,2025-07-14T17:30:00+05:30
REC-000180,CMP-NL-001,TXN-000196,bank_to_ledger,reconciled,204502.77,0.00,INR,1,BANK-20250714-000180,2025-07-17,,Rohit Menon,Synthetic reconciliation record.,2025-07-29T17:30:00+05:30
REC-000181,CMP-NL-001,TXN-000169,bank_to_ledger,reconciled,424249.93,0.00,INR,1,BANK-20250715-000181,2025-07-30,,Rohit Menon,Synthetic reconciliation record.,2025-08-02T17:30:00+05:30
REC-000182,CMP-NL-001,TXN-000172,card_to_receipt,disputed,0.00,543897.36,INR,0,,,vendor_dispute,Asha Nair,Synthetic reconciliation record.,2025-07-24T17:30:00+05:30
REC-000183,CMP-NL-001,TXN-000183,bank_to_ledger,reconciled,95434.36,0.00,INR,1,BANK-20250715-000183,2025-07-15,,Kabir Shah,Synthetic reconciliation record.,2025-07-27T17:30:00+05:30
REC-000184,CMP-NL-001,TXN-000204,invoice_to_payout,reconciled,27935.78,0.00,INR,1,BANK-20250716-000184,2025-07-25,,Neha Rao,Synthetic reconciliation record.,2025-08-04T17:30:00+05:30
REC-000185,CMP-NL-001,TXN-000206,bank_to_ledger,reconciled,104035.17,0.00,INR,1,BANK-20250716-000185,2025-07-31,,Asha Nair,Synthetic reconciliation record.,2025-07-17T17:30:00+05:30
REC-000186,CMP-NL-001,TXN-000210,card_to_receipt,reconciled,8257.46,0.00,INR,1,BANK-20250717-000186,2025-07-19,,Neha Rao,Synthetic reconciliation record.,2025-07-19T17:30:00+05:30
REC-000187,CMP-NL-001,TXN-000171,invoice_to_payout,reconciled,144007.08,0.00,INR,1,BANK-20250718-000187,2025-07-26,,Rohit Menon,Synthetic reconciliation record.,2025-07-19T17:30:00+05:30
REC-000188,CMP-NL-001,TXN-000174,bank_to_ledger,reconciled,57690.29,0.00,INR,1,BANK-20250719-000188,2025-07-29,,Neha Rao,Synthetic reconciliation record.,2025-08-03T17:30:00+05:30
REC-000189,CMP-NL-001,TXN-000175,card_to_receipt,reconciled,34190.83,0.00,INR,1,BANK-20250719-000189,2025-07-20,,Rohit Menon,Synthetic reconciliation record.,2025-07-23T17:30:00+05:30
REC-000190,CMP-NL-001,TXN-000178,card_to_receipt,reconciled,78604.38,0.00,INR,1,BANK-20250719-000190,2025-07-20,,Asha Nair,Synthetic reconciliation record.,2025-07-27T17:30:00+05:30
REC-000191,CMP-NL-001,TXN-000201,card_to_receipt,reconciled,578803.19,0.00,INR,1,BANK-20250719-000191,2025-07-25,,Rohit Menon,Synthetic reconciliation record.,2025-08-04T17:30:00+05:30
REC-000192,CMP-NL-001,TXN-000212,bank_to_ledger,reconciled,9429.66,0.00,INR,1,BANK-20250719-000192,2025-07-22,,Rohit Menon,Synthetic reconciliation record.,2025-08-03T17:30:00+05:30
REC-000193,CMP-NL-001,TXN-000184,bank_to_ledger,reconciled,85098.05,0.00,INR,1,BANK-20250720-000193,2025-07-20,,Kabir Shah,Synthetic reconciliation record.,2025-08-06T17:30:00+05:30
REC-000194,CMP-NL-001,TXN-000203,invoice_to_payout,reconciled,69125.80,0.00,INR,1,BANK-20250720-000194,2025-07-20,,Asha Nair,Synthetic reconciliation record.,2025-07-28T17:30:00+05:30
REC-000195,CMP-NL-001,TXN-000207,card_to_receipt,reconciled,78154.75,0.00,INR,1,BANK-20250721-000195,2025-07-22,,Asha Nair,Synthetic reconciliation record.,2025-08-02T17:30:00+05:30
REC-000196,CMP-NL-001,TXN-000215,card_to_receipt,reconciled,71879.17,0.00,INR,1,BANK-20250724-000196,2025-08-05,,Kabir Shah,Synthetic reconciliation record.,2025-08-08T17:30:00+05:30
REC-000197,CMP-NL-001,TXN-000180,bank_to_ledger,reconciled,7331.96,0.00,INR,1,BANK-20250725-000197,2025-08-09,,Neha Rao,Synthetic reconciliation record.,2025-08-10T17:30:00+05:30
REC-000198,CMP-NL-001,TXN-000200,invoice_to_payout,reconciled,349543.96,0.00,INR,1,BANK-20250725-000198,2025-07-27,,Kabir Shah,Synthetic reconciliation record.,2025-08-05T17:30:00+05:30
REC-000199,CMP-NL-001,TXN-000187,bank_to_ledger,reconciled,105383.63,0.00,INR,1,BANK-20250726-000199,2025-08-05,,Rohit Menon,Synthetic reconciliation record.,2025-08-15T17:30:00+05:30
REC-000200,CMP-NL-001,TXN-000164,card_to_receipt,reconciled,330614.82,0.00,INR,1,BANK-20250727-000200,2025-08-03,,Kabir Shah,Synthetic reconciliation record.,2025-08-10T17:30:00+05:30
REC-000201,CMP-NL-001,TXN-000182,invoice_to_payout,reconciled,142472.37,0.00,INR,1,BANK-20250727-000201,2025-08-11,,Asha Nair,Synthetic reconciliation record.,2025-08-12T17:30:00+05:30
REC-000202,CMP-NL-001,TXN-000189,invoice_to_payout,reconciled,491060.34,0.00,INR,1,BANK-20250727-000202,2025-07-30,,Asha Nair,Synthetic reconciliation record.,2025-08-14T17:30:00+05:30
REC-000203,CMP-NL-001,TXN-000194,bank_to_ledger,reconciled,148608.68,0.00,INR,1,BANK-20250727-000203,2025-07-29,,Rohit Menon,Synthetic reconciliation record.,2025-08-03T17:30:00+05:30
REC-000204,CMP-NL-001,TXN-000179,card_to_receipt,reconciled,117788.64,0.00,INR,1,BANK-20250728-000204,2025-08-08,,Neha Rao,Synthetic reconciliation record.,2025-08-12T17:30:00+05:30
REC-000205,CMP-NL-001,TXN-000173,bank_to_ledger,reconciled,33663.27,0.00,INR,1,BANK-20250729-000205,2025-08-04,,Kabir Shah,Synthetic reconciliation record.,2025-08-17T17:30:00+05:30
REC-000206,CMP-NL-001,TXN-000190,card_to_receipt,unreconciled,0.00,39934.78,INR,0,,,missing_receipt,Asha Nair,Synthetic reconciliation record.,2025-08-16T17:30:00+05:30
REC-000207,CMP-NL-001,TXN-000193,card_to_receipt,reconciled,831336.66,0.00,INR,1,BANK-20250731-000207,2025-08-08,,Kabir Shah,Synthetic reconciliation record.,2025-08-01T17:30:00+05:30
REC-000208,CMP-NL-001,TXN-000199,bank_to_ledger,reconciled,127914.78,0.00,INR,1,BANK-20250731-000208,2025-08-07,,Rohit Menon,Synthetic reconciliation record.,2025-08-09T17:30:00+05:30
REC-000209,CMP-NL-001,TXN-000192,bank_to_ledger,reconciled,84401.77,0.00,INR,1,BANK-20250802-000209,2025-08-09,,Neha Rao,Synthetic reconciliation record.,2025-08-06T17:30:00+05:30
REC-000210,CMP-NL-001,TXN-000262,bank_to_ledger,reconciled,32689.37,0.00,INR,1,BANK-20250803-000210,2025-08-08,,Neha Rao,Synthetic reconciliation record.,2025-08-21T17:30:00+05:30
REC-000211,CMP-NL-001,TXN-000227,bank_to_ledger,reconciled,36751.31,0.00,INR,1,BANK-20250804-000211,2025-08-15,,Rohit Menon,Synthetic reconciliation record.,2025-08-12T17:30:00+05:30
REC-000212,CMP-NL-001,TXN-000234,invoice_to_payout,reconciled,18736.42,0.00,INR,1,BANK-20250805-000212,2025-08-16,,Neha Rao,Synthetic reconciliation record.,2025-08-12T17:30:00+05:30
REC-000213,CMP-NL-001,TXN-000220,invoice_to_payout,reconciled,769779.92,0.00,INR,1,BANK-20250807-000213,2025-08-19,,Asha Nair,Synthetic reconciliation record.,2025-08-23T17:30:00+05:30
REC-000214,CMP-NL-001,TXN-000221,bank_to_ledger,reconciled,177523.66,0.00,INR,1,BANK-20250807-000214,2025-08-17,,Asha Nair,Synthetic reconciliation record.,2025-08-25T17:30:00+05:30
REC-000215,CMP-NL-001,TXN-000226,invoice_to_payout,reconciled,70270.37,0.00,INR,1,BANK-20250807-000215,2025-08-08,,Neha Rao,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000216,CMP-NL-001,TXN-000230,bank_to_ledger,reconciled,149857.46,0.00,INR,1,BANK-20250807-000216,2025-08-17,,Neha Rao,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000217,CMP-NL-001,TXN-000246,card_to_receipt,reconciled,140062.20,0.00,INR,1,BANK-20250807-000217,2025-08-18,,Neha Rao,Synthetic reconciliation record.,2025-08-20T17:30:00+05:30
REC-000218,CMP-NL-001,TXN-000236,bank_to_ledger,reconciled,77356.63,0.00,INR,1,BANK-20250808-000218,2025-08-16,,Asha Nair,Synthetic reconciliation record.,2025-08-21T17:30:00+05:30
REC-000219,CMP-NL-001,TXN-000260,bank_to_ledger,reconciled,69062.32,0.00,INR,1,BANK-20250808-000219,2025-08-20,,Kabir Shah,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000220,CMP-NL-001,TXN-000222,card_to_receipt,reconciled,157852.30,0.00,INR,1,BANK-20250809-000220,2025-08-19,,Asha Nair,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000221,CMP-NL-001,TXN-000232,card_to_receipt,reconciled,48738.15,0.00,INR,1,BANK-20250809-000221,2025-08-20,,Neha Rao,Synthetic reconciliation record.,2025-08-26T17:30:00+05:30
REC-000222,CMP-NL-001,TXN-000217,card_to_receipt,reconciled,236186.82,0.00,INR,1,BANK-20250810-000222,2025-08-12,,Asha Nair,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000223,CMP-NL-001,TXN-000219,invoice_to_payout,reconciled,341936.94,0.00,INR,1,BANK-20250812-000223,2025-08-21,,Asha Nair,Synthetic reconciliation record.,2025-08-22T17:30:00+05:30
REC-000224,CMP-NL-001,TXN-000228,card_to_receipt,reconciled,37905.06,0.00,INR,1,BANK-20250812-000224,2025-08-27,,Rohit Menon,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000225,CMP-NL-001,TXN-000223,invoice_to_payout,reconciled,47228.37,0.00,INR,1,BANK-20250813-000225,2025-08-22,,Neha Rao,Synthetic reconciliation record.,2025-08-22T17:30:00+05:30
REC-000226,CMP-NL-001,TXN-000244,bank_to_ledger,reconciled,34607.85,0.00,INR,1,BANK-20250813-000226,2025-08-26,,Asha Nair,Synthetic reconciliation record.,2025-08-28T17:30:00+05:30
REC-000227,CMP-NL-001,TXN-000263,card_to_receipt,reconciled,28363.84,0.00,INR,1,BANK-20250813-000227,2025-08-14,,Neha Rao,Synthetic reconciliation record.,2025-08-24T17:30:00+05:30
REC-000228,CMP-NL-001,TXN-000241,card_to_receipt,unreconciled,0.00,204665.03,INR,0,,,reference_mismatch,Kabir Shah,Synthetic reconciliation record.,2025-09-02T17:30:00+05:30
REC-000229,CMP-NL-001,TXN-000264,invoice_to_payout,reconciled,69585.69,0.00,INR,1,BANK-20250814-000229,2025-08-14,,Neha Rao,Synthetic reconciliation record.,2025-09-02T17:30:00+05:30
REC-000230,CMP-NL-001,TXN-000235,invoice_to_payout,reconciled,91197.67,0.00,INR,1,BANK-20250815-000230,2025-08-24,,Asha Nair,Synthetic reconciliation record.,2025-08-31T17:30:00+05:30
REC-000231,CMP-NL-001,TXN-000255,invoice_to_payout,reconciled,162218.21,0.00,INR,1,BANK-20250815-000231,2025-08-19,,Rohit Menon,Synthetic reconciliation record.,2025-09-04T17:30:00+05:30
REC-000232,CMP-NL-001,TXN-000240,invoice_to_payout,reconciled,430014.60,0.00,INR,1,BANK-20250816-000232,2025-08-18,,Neha Rao,Synthetic reconciliation record.,2025-08-19T17:30:00+05:30
REC-000233,CMP-NL-001,TXN-000266,invoice_to_payout,reconciled,34480.79,0.00,INR,1,BANK-20250816-000233,2025-08-22,,Rohit Menon,Synthetic reconciliation record.,2025-08-22T17:30:00+05:30
REC-000234,CMP-NL-001,TXN-000229,card_to_receipt,reconciled,68103.66,0.00,INR,1,BANK-20250817-000234,2025-08-29,,Asha Nair,Synthetic reconciliation record.,2025-09-02T17:30:00+05:30
REC-000235,CMP-NL-001,TXN-000233,bank_to_ledger,reconciled,11806.41,0.00,INR,1,BANK-20250817-000235,2025-08-30,,Asha Nair,Synthetic reconciliation record.,2025-08-18T17:30:00+05:30
REC-000236,CMP-NL-001,TXN-000247,card_to_receipt,reconciled,463770.27,0.00,INR,1,BANK-20250817-000236,2025-08-31,,Kabir Shah,Synthetic reconciliation record.,2025-08-30T17:30:00+05:30
REC-000237,CMP-NL-001,TXN-000249,invoice_to_payout,reconciled,36043.79,0.00,INR,1,BANK-20250817-000237,2025-08-23,,Kabir Shah,Synthetic reconciliation record.,2025-08-26T17:30:00+05:30
REC-000238,CMP-NL-001,TXN-000216,bank_to_ledger,reconciled,298955.50,0.00,INR,1,BANK-20250818-000238,2025-08-21,,Neha Rao,Synthetic reconciliation record.,2025-09-07T17:30:00+05:30
REC-000239,CMP-NL-001,TXN-000254,card_to_receipt,reconciled,300324.71,0.00,INR,1,BANK-20250819-000239,2025-08-29,,Kabir Shah,Synthetic reconciliation record.,2025-09-01T17:30:00+05:30
REC-000240,CMP-NL-001,TXN-000245,card_to_receipt,reconciled,52414.38,0.00,INR,1,BANK-20250820-000240,2025-08-28,,Asha Nair,Synthetic reconciliation record.,2025-09-09T17:30:00+05:30
REC-000241,CMP-NL-001,TXN-000248,bank_to_ledger,reconciled,125382.40,0.00,INR,1,BANK-20250821-000241,2025-08-30,,Kabir Shah,Synthetic reconciliation record.,2025-08-24T17:30:00+05:30
REC-000242,CMP-NL-001,TXN-000252,invoice_to_payout,reconciled,47650.99,0.00,INR,1,BANK-20250821-000242,2025-09-02,,Neha Rao,Synthetic reconciliation record.,2025-09-02T17:30:00+05:30
REC-000243,CMP-NL-001,TXN-000256,card_to_receipt,reconciled,62106.61,0.00,INR,1,BANK-20250821-000243,2025-08-24,,Kabir Shah,Synthetic reconciliation record.,2025-09-03T17:30:00+05:30
REC-000244,CMP-NL-001,TXN-000251,bank_to_ledger,reconciled,41094.28,0.00,INR,1,BANK-20250822-000244,2025-08-25,,Neha Rao,Synthetic reconciliation record.,2025-09-09T17:30:00+05:30
REC-000245,CMP-NL-001,TXN-000265,invoice_to_payout,reconciled,81765.46,0.00,INR,1,BANK-20250822-000245,2025-08-30,,Rohit Menon,Synthetic reconciliation record.,2025-08-23T17:30:00+05:30
REC-000246,CMP-NL-001,TXN-000225,invoice_to_payout,reconciled,69491.21,0.00,INR,1,BANK-20250824-000246,2025-09-08,,Kabir Shah,Synthetic reconciliation record.,2025-08-29T17:30:00+05:30
REC-000247,CMP-NL-001,TXN-000237,card_to_receipt,reconciled,60799.68,0.00,INR,1,BANK-20250824-000247,2025-08-27,,Kabir Shah,Synthetic reconciliation record.,2025-08-27T17:30:00+05:30
REC-000248,CMP-NL-001,TXN-000250,bank_to_ledger,reconciled,65835.44,0.00,INR,1,BANK-20250825-000248,2025-09-07,,Asha Nair,Synthetic reconciliation record.,2025-09-06T17:30:00+05:30
REC-000249,CMP-NL-001,TXN-000258,card_to_receipt,disputed,0.00,57617.78,INR,0,,,vendor_dispute,Rohit Menon,Synthetic reconciliation record.,2025-09-07T17:30:00+05:30
REC-000250,CMP-NL-001,TXN-000224,card_to_receipt,unreconciled,0.00,62290.26,INR,0,,,missing_receipt,Neha Rao,Synthetic reconciliation record.,2025-09-13T17:30:00+05:30
REC-000251,CMP-NL-001,TXN-000253,bank_to_ledger,unreconciled,0.00,286206.19,INR,0,,,reference_mismatch,Neha Rao,Synthetic reconciliation record.,2025-09-10T17:30:00+05:30
REC-000252,CMP-NL-001,TXN-000261,card_to_receipt,reconciled,33540.98,0.00,INR,1,BANK-20250828-000252,2025-08-29,,Kabir Shah,Synthetic reconciliation record.,2025-09-09T17:30:00+05:30
REC-000253,CMP-NL-001,TXN-000259,bank_to_ledger,reconciled,34254.85,0.00,INR,1,BANK-20250829-000253,2025-08-30,,Rohit Menon,Synthetic reconciliation record.,2025-09-16T17:30:00+05:30
REC-000254,CMP-NL-001,TXN-000238,card_to_receipt,reconciled,68312.61,0.00,INR,1,BANK-20250830-000254,2025-09-08,,Asha Nair,Synthetic reconciliation record.,2025-09-09T17:30:00+05:30
REC-000255,CMP-NL-001,TXN-000239,card_to_receipt,reconciled,256579.52,0.00,INR,1,BANK-20250830-000255,2025-09-13,,Neha Rao,Synthetic reconciliation record.,2025-09-14T17:30:00+05:30
REC-000256,CMP-NL-001,TXN-000243,bank_to_ledger,reconciled,94782.67,0.00,INR,1,BANK-20250830-000256,2025-09-03,,Kabir Shah,Synthetic reconciliation record.,2025-09-12T17:30:00+05:30
REC-000257,CMP-NL-001,TXN-000242,invoice_to_payout,reconciled,547315.06,0.00,INR,1,BANK-20250901-000257,2025-09-12,,Neha Rao,Synthetic reconciliation record.,2025-09-09T17:30:00+05:30
REC-000258,CMP-NL-001,TXN-000321,card_to_receipt,reconciled,104739.11,0.00,INR,1,BANK-20250901-000258,2025-09-11,,Kabir Shah,Synthetic reconciliation record.,2025-09-05T17:30:00+05:30
REC-000259,CMP-NL-001,TXN-000269,bank_to_ledger,reconciled,403453.23,0.00,INR,1,BANK-20250902-000259,2025-09-07,,Neha Rao,Synthetic reconciliation record.,2025-09-16T17:30:00+05:30
REC-000260,CMP-NL-001,TXN-000231,invoice_to_payout,reconciled,351603.65,0.00,INR,1,BANK-20250903-000260,2025-09-08,,Asha Nair,Synthetic reconciliation record.,2025-09-16T17:30:00+05:30
REC-000261,CMP-NL-001,TXN-000257,bank_to_ledger,unreconciled,0.00,39419.62,INR,0,,,reference_mismatch,Rohit Menon,Synthetic reconciliation record.,2025-09-18T17:30:00+05:30
REC-000262,CMP-NL-001,TXN-000280,bank_to_ledger,disputed,0.00,118074.15,INR,0,,,vendor_dispute,Asha Nair,Synthetic reconciliation record.,2025-09-18T17:30:00+05:30
