payout_id,company_id,vendor_id,invoice_transaction_id,scheduled_date,payout_date,payout_status,gross_amount,fee_amount,net_cash_outflow,currency,payment_method,bank_reference,invoice_reference,failure_reason,source_system,created_at
PAY-000151,CMP-NL-001,V0050,TXN-000159,2025-08-03,2025-06-27,completed,22450.74,10.34,22461.08,INR,NEFT,UTR-250627-000151,INV-V0050-2506-4133,,AP Automation,2025-06-19T10:00:00+05:30
PAY-000107,CMP-NL-001,V0003,TXN-000114,2025-08-09,2025-06-28,completed,507637.10,258.97,507896.07,INR,Corporate Card,UTR-250628-000107,INV-V0003-2506-5618,,AP Automation,2025-06-28T10:00:00+05:30
PAY-000118,CMP-NL-001,V0013,TXN-000126,2025-06-21,2025-06-28,completed,28217.07,22.92,28239.99,INR,NEFT,UTR-250628-000118,INV-V0013-2506-5016,,AP Automation,2025-06-09T10:00:00+05:30
PAY-000110,CMP-NL-001,V0006,TXN-000118,2025-06-23,2025-06-29,completed,585586.71,562.46,586149.17,INR,ACH,UTR-250629-000110,INV-V0006-2506-9134,,AP Automation,2025-06-09T10:00:00+05:30
PAY-000113,CMP-NL-001,V0009,TXN-000121,2025-06-27,2025-06-29,completed,55422.53,83.10,55505.63,INR,IMPS,UTR-250629-000113,INV-V0009-2506-4058,,AP Automation,2025-06-13T10:00:00+05:30
PAY-000128,CMP-NL-001,V0020,TXN-000136,2025-07-23,2025-06-29,completed,48980.05,51.21,49031.26,INR,UPI,UTR-250629-000128,INV-V0020-2506-9918,,AP Automation,2025-06-26T10:00:00+05:30
PAY-000132,CMP-NL-001,V0023,TXN-000140,2025-07-14,2025-06-29,reversed,215378.20,0.00,0.00,INR,Corporate Card,UTR-250629-000132,INV-V0023-2506-4813,,AP Automation,2025-06-16T10:00:00+05:30
PAY-000152,CMP-NL-001,V0051,TXN-000160,2025-06-28,2025-06-30,completed,22667.38,11.33,22678.71,INR,Corporate Card,UTR-250630-000152,INV-V0051-2506-7012,,AP Automation,2025-06-23T10:00:00+05:30
PAY-000155,CMP-NL-001,V0055,TXN-000163,2025-06-26,2025-06-30,completed,64776.35,57.11,64833.46,INR,UPI,UTR-250630-000155,INV-V0055-2506-9077,,AP Automation,2025-06-14T10:00:00+05:30
PAY-000127,CMP-NL-001,V0020,TXN-000135,2025-07-25,2025-07-01,completed,71471.07,23.26,71494.33,INR,Corporate Card,UTR-250701-000127,INV-V0020-2506-2447,,AP Automation,2025-06-27T10:00:00+05:30
PAY-000129,CMP-NL-001,V0021,TXN-000137,2025-06-29,2025-07-01,completed,1248474.75,978.99,1249453.74,INR,NEFT,UTR-250701-000129,INV-V0021-2506-6086,,AP Automation,2025-06-29T10:00:00+05:30
PAY-000137,CMP-NL-001,V0032,TXN-000145,2025-07-23,2025-07-01,completed,48001.22,12.74,48013.96,INR,UPI,UTR-250701-000137,INV-V0032-2506-5669,,AP Automation,2025-06-23T10:00:00+05:30
PAY-000115,CMP-NL-001,V0011,TXN-000123,2025-06-21,2025-07-02,completed,32881.53,17.43,32898.96,INR,RTGS,UTR-250702-000115,INV-V0011-2506-2038,,AP Automation,2025-06-21T10:00:00+05:30
PAY-000105,CMP-NL-001,V0001,TXN-000112,2025-06-13,2025-07-03,completed,232486.13,296.80,232782.93,INR,RTGS,UTR-250703-000105,INV-V0001-2506-9133,,AP Automation,2025-06-13T10:00:00+05:30
PAY-000133,CMP-NL-001,V0024,TXN-000141,2025-06-23,2025-07-03,completed,119268.17,89.64,119357.81,INR,IMPS,UTR-250703-000133,INV-V0024-2506-8636,,AP Automation,2025-06-10T10:00:00+05:30
PAY-000143,CMP-NL-001,V0042,TXN-000151,2025-06-23,2025-07-03,completed,25534.42,23.19,25557.61,INR,UPI,UTR-250703-000143,INV-V0042-2506-9080,,AP Automation,2025-06-17T10:00:00+05:30
PAY-000203,CMP-NL-001,V0054,TXN-000214,2025-07-03,2025-07-03,completed,105361.82,147.79,105509.61,INR,NEFT,UTR-250703-000203,INV-V0054-2507-7063,,AP Automation,2025-07-03T10:00:00+05:30
PAY-000116,CMP-NL-001,V0011,TXN-000124,2025-06-24,2025-07-04,completed,39854.99,58.28,39913.27,INR,NEFT,UTR-250704-000116,INV-V0011-2506-3095,,AP Automation,2025-06-24T10:00:00+05:30
PAY-000112,CMP-NL-001,V0008,TXN-000120,2025-07-25,2025-07-05,completed,182910.09,87.36,182997.45,INR,RTGS,UTR-250705-000112,INV-V0008-2506-6300,,AP Automation,2025-06-25T10:00:00+05:30
PAY-000114,CMP-NL-001,V0010,TXN-000122,2025-08-04,2025-07-05,completed,78643.41,108.52,78751.93,INR,ACH,UTR-250705-000114,INV-V0010-2506-5534,,AP Automation,2025-06-23T10:00:00+05:30
PAY-000121,CMP-NL-001,V0015,TXN-000129,2025-07-01,2025-07-05,completed,295042.17,333.44,295375.61,INR,NEFT,UTR-250705-000121,INV-V0015-2506-3601,,AP Automation,2025-07-01T10:00:00+05:30
PAY-000142,CMP-NL-001,V0039,TXN-000150,2025-07-17,2025-07-05,completed,124838.33,63.73,124902.06,INR,UPI,UTR-250705-000142,INV-V0039-2506-8834,,AP Automation,2025-06-18T10:00:00+05:30
PAY-000108,CMP-NL-001,V0003,TXN-000115,2025-08-01,2025-07-08,completed,348080.03,322.33,348402.36,INR,RTGS,UTR-250708-000108,INV-V0003-2506-9214,,AP Automation,2025-06-19T10:00:00+05:30
PAY-000124,CMP-NL-001,V0018,TXN-000132,2025-08-09,2025-07-08,completed,123967.00,72.78,124039.78,INR,ACH,UTR-250708-000124,INV-V0018-2506-5110,,AP Automation,2025-06-25T10:00:00+05:30
PAY-000154,CMP-NL-001,V0055,TXN-000162,2025-06-27,2025-07-08,failed,48417.40,0.00,0.00,INR,NEFT,UTR-250708-000154,INV-V0055-2506-2971,Beneficiary bank rejected,AP Automation,2025-06-15T10:00:00+05:30
PAY-000144,CMP-NL-001,V0043,TXN-000152,2025-06-21,2025-07-09,completed,25277.95,27.09,25305.04,INR,UPI,UTR-250709-000144,INV-V0043-2506-6779,,AP Automation,2025-06-21T10:00:00+05:30
PAY-000185,CMP-NL-001,V0028,TXN-000195,2025-07-10,2025-07-09,completed,72631.30,105.51,72736.81,INR,Corporate Card,UTR-250709-000185,INV-V0028-2507-5772,,AP Automation,2025-07-05T10:00:00+05:30
PAY-000109,CMP-NL-001,V0005,TXN-000116,2025-06-29,2025-07-10,completed,364607.14,322.84,364929.98,INR,UPI,UTR-250710-000109,INV-V0005-2506-7201,,AP Automation,2025-06-24T10:00:00+05:30
PAY-000106,CMP-NL-001,V0002,TXN-000113,2025-07-22,2025-07-11,completed,49445.33,63.28,49508.61,INR,RTGS,UTR-250711-000106,INV-V0002-2506-8703,,AP Automation,2025-06-23T10:00:00+05:30
PAY-000139,CMP-NL-001,V0035,TXN-000147,2025-08-03,2025-07-11,completed,268745.77,293.96,269039.73,INR,Corporate Card,UTR-250711-000139,INV-V0035-2506-3315,,AP Automation,2025-06-19T10:00:00+05:30
PAY-000200,CMP-NL-001,V0051,TXN-000211,2025-07-14,2025-07-11,completed,12944.77,8.63,12953.40,INR,ACH,UTR-250711-000200,INV-V0051-2507-7013,,AP Automation,2025-07-08T10:00:00+05:30
PAY-000136,CMP-NL-001,V0032,TXN-000144,2025-07-29,2025-07-12,completed,35398.94,48.11,35447.05,INR,ACH,UTR-250712-000136,INV-V0032-2506-5850,,AP Automation,2025-06-29T10:00:00+05:30
PAY-000158,CMP-NL-001,V0002,TXN-000166,2025-08-08,2025-07-12,completed,15973.97,6.83,15980.80,INR,Corporate Card,UTR-250712-000158,INV-V0002-2507-9501,,AP Automation,2025-07-10T10:00:00+05:30
PAY-000176,CMP-NL-001,V0017,TXN-000186,2025-07-10,2025-07-12,completed,112568.90,31.94,112600.84,INR,RTGS,UTR-250712-000176,INV-V0017-2507-9747,,AP Automation,2025-07-10T10:00:00+05:30
PAY-000181,CMP-NL-001,V0023,TXN-000191,2025-08-08,2025-07-14,completed,52558.85,66.54,52625.39,INR,UPI,UTR-250714-000181,INV-V0023-2507-6928,,AP Automation,2025-07-11T10:00:00+05:30
PAY-000202,CMP-NL-001,V0052,TXN-000213,2025-07-17,2025-07-14,reversed,54047.29,0.00,0.00,INR,ACH,UTR-250714-000202,INV-V0052-2507-6269,,AP Automation,2025-07-11T10:00:00+05:30
PAY-000131,CMP-NL-001,V0022,TXN-000139,2025-07-24,2025-07-15,completed,164342.90,115.08,164457.98,INR,Corporate Card,UTR-250715-000131,INV-V0022-2506-6830,,AP Automation,2025-06-25T10:00:00+05:30
PAY-000178,CMP-NL-001,V0019,TXN-000188,2025-07-24,2025-07-15,completed,157850.55,81.04,157931.59,INR,Corporate Card,UTR-250715-000178,INV-V0019-2507-4380,,AP Automation,2025-07-12T10:00:00+05:30
PAY-000187,CMP-NL-001,V0031,TXN-000197,2025-07-10,2025-07-15,reversed,251479.51,0.00,0.00,INR,RTGS,UTR-250715-000187,INV-V0031-2507-9920,,AP Automation,2025-07-03T10:00:00+05:30
PAY-000126,CMP-NL-001,V0019,TXN-000134,2025-07-10,2025-07-16,completed,151041.82,106.71,151148.53,INR,UPI,UTR-250716-000126,INV-V0019-2506-8350,,AP Automation,2025-06-26T10:00:00+05:30
PAY-000157,CMP-NL-001,V0002,TXN-000165,2025-08-02,2025-07-16,completed,27951.47,17.66,27969.13,INR,NEFT,UTR-250716-000157,INV-V0002-2507-1718,,AP Automation,2025-07-05T10:00:00+05:30
PAY-000196,CMP-NL-001,V0045,TXN-000206,2025-07-29,2025-07-16,completed,104035.17,34.30,104069.47,INR,ACH,UTR-250716-000196,INV-V0045-2507-6773,,AP Automation,2025-07-16T10:00:00+05:30
PAY-000130,CMP-NL-001,V0022,TXN-000138,2025-07-29,2025-07-17,completed,246352.49,262.31,246614.80,INR,NEFT,UTR-250717-000130,INV-V0022-2506-5850,,AP Automation,2025-07-01T10:00:00+05:30
PAY-000175,CMP-NL-001,V0016,TXN-000185,2025-08-07,2025-07-17,completed,117959.63,162.20,118121.83,INR,RTGS,UTR-250717-000175,INV-V0016-2507-7652,,AP Automation,2025-07-10T10:00:00+05:30
PAY-000117,CMP-NL-001,V0012,TXN-000125,2025-07-04,2025-07-18,completed,113496.09,151.56,113647.65,INR,IMPS,UTR-250718-000117,INV-V0012-2506-7034,,AP Automation,2025-06-28T10:00:00+05:30
PAY-000192,CMP-NL-001,V0038,TXN-000202,2025-08-08,2025-07-18,completed,226620.12,133.03,226753.15,INR,NEFT,UTR-250718-000192,INV-V0038-2507-1417,,AP Automation,2025-07-09T10:00:00+05:30
PAY-000161,CMP-NL-001,V0005,TXN-000170,2025-07-17,2025-07-20,completed,173586.84,191.98,173778.82,INR,UPI,UTR-250720-000161,INV-V0005-2507-7663,,AP Automation,2025-07-12T10:00:00+05:30
PAY-000167,CMP-NL-001,V0009,TXN-000176,2025-07-20,2025-07-20,completed,36319.82,22.84,36342.66,INR,IMPS,UTR-250720-000167,INV-V0009-2507-7786,,AP Automation,2025-07-05T10:00:00+05:30
PAY-000195,CMP-NL-001,V0043,TXN-000205,2025-07-08,2025-07-20,failed,41429.03,0.00,0.00,INR,Corporate Card,UTR-250720-000195,INV-V0043-2507-7156,Invalid bank details,AP Automation,2025-07-08T10:00:00+05:30
PAY-000198,CMP-NL-001,V0050,TXN-000209,2025-08-27,2025-07-20,completed,20861.94,22.26,20884.20,INR,IMPS,UTR-250720-000198,INV-V0050-2507-5316,,AP Automation,2025-07-13T10:00:00+05:30
PAY-000162,CMP-NL-001,V0005,TXN-000171,2025-07-24,2025-07-21,completed,144007.08,100.32,144107.40,INR,ACH,UTR-250721-000162,INV-V0005-2507-4918,,AP Automation,2025-07-18T10:00:00+05:30
PAY-000135,CMP-NL-001,V0029,TXN-000143,2025-07-30,2025-07-22,completed,94550.46,78.12,94628.58,INR,Corporate Card,UTR-250722-000135,INV-V0029-2506-8643,,AP Automation,2025-07-01T10:00:00+05:30
PAY-000171,CMP-NL-001,V0013,TXN-000181,2025-07-19,2025-07-24,completed,14700.05,17.53,14717.58,INR,Corporate Card,UTR-250724-000171,INV-V0013-2507-5022,,AP Automation,2025-07-05T10:00:00+05:30
PAY-000188,CMP-NL-001,V0032,TXN-000198,2025-08-09,2025-07-24,completed,169309.82,189.82,169499.64,INR,UPI,UTR-250724-000188,INV-V0032-2507-6749,,AP Automation,2025-07-11T10:00:00+05:30
PAY-000194,CMP-NL-001,V0043,TXN-000204,2025-07-16,2025-07-25,completed,27935.78,15.36,27951.14,INR,RTGS,UTR-250725-000194,INV-V0043-2507-8589,,AP Automation,2025-07-16T10:00:00+05:30
PAY-000179,CMP-NL-001,V0021,TXN-000189,2025-07-27,2025-07-27,completed,491060.34,615.59,491675.93,INR,RTGS,UTR-250727-000179,INV-V0021-2507-4891,,AP Automation,2025-07-27T10:00:00+05:30
PAY-000159,CMP-NL-001,V0003,TXN-000168,2025-08-25,2025-07-28,completed,420514.87,127.85,420642.72,INR,RTGS,UTR-250728-000159,INV-V0003-2507-3691,,AP Automation,2025-07-13T10:00:00+05:30
PAY-000165,CMP-NL-001,V0008,TXN-000174,2025-08-17,2025-07-28,completed,57690.29,40.13,57730.42,INR,NEFT,UTR-250728-000165,INV-V0008-2507-4025,,AP Automation,2025-07-19T10:00:00+05:30
PAY-000172,CMP-NL-001,V0014,TXN-000182,2025-08-23,2025-07-28,completed,142472.37,103.54,142575.91,INR,UPI,UTR-250728-000172,INV-V0014-2507-5575,,AP Automation,2025-07-27T10:00:00+05:30
PAY-000191,CMP-NL-001,V0037,TXN-000201,2025-07-26,2025-07-28,completed,578803.19,477.08,579280.27,INR,UPI,UTR-250728-000191,INV-V0037-2507-1071,,AP Automation,2025-07-19T10:00:00+05:30
PAY-000170,CMP-NL-001,V0012,TXN-000179,2025-08-03,2025-07-29,completed,117788.64,102.32,117890.96,INR,IMPS,UTR-250729-000170,INV-V0012-2507-8670,,AP Automation,2025-07-28T10:00:00+05:30
PAY-000166,CMP-NL-001,V0009,TXN-000175,2025-08-01,2025-07-31,completed,34190.83,14.32,34205.15,INR,UPI,UTR-250731-000166,INV-V0009-2507-3400,,AP Automation,2025-07-19T10:00:00+05:30
PAY-000168,CMP-NL-001,V0010,TXN-000177,2025-08-18,2025-07-31,completed,69294.38,35.96,69330.34,INR,UPI,UTR-250731-000168,INV-V0010-2507-3659,,AP Automation,2025-07-07T10:00:00+05:30
PAY-000173,CMP-NL-001,V0015,TXN-000183,2025-07-15,2025-08-01,completed,95434.36,129.80,95564.16,INR,UPI,UTR-250801-000173,INV-V0015-2507-5479,,AP Automation,2025-07-15T10:00:00+05:30
PAY-000204,CMP-NL-001,V0055,TXN-000215,2025-08-06,2025-08-02,completed,71879.17,63.90,71943.07,INR,Corporate Card,UTR-250802-000204,INV-V0055-2507-6140,,AP Automation,2025-07-24T10:00:00+05:30
PAY-000186,CMP-NL-001,V0029,TXN-000196,2025-08-11,2025-08-03,completed,204502.77,124.98,204627.75,INR,RTGS,UTR-250803-000186,INV-V0029-2507-9399,,AP Automation,2025-07-14T10:00:00+05:30
PAY-000182,CMP-NL-001,V0024,TXN-000192,2025-08-15,2025-08-04,completed,84401.77,82.20,84483.97,INR,ACH,UTR-250804-000182,INV-V0024-2507-8925,,AP Automation,2025-08-02T10:00:00+05:30
PAY-000193,CMP-NL-001,V0041,TXN-000203,2025-08-01,2025-08-04,completed,69125.80,48.12,69173.92,INR,UPI,UTR-250804-000193,INV-V0041-2507-1971,,AP Automation,2025-07-20T10:00:00+05:30
PAY-000163,CMP-NL-001,V0006,TXN-000172,2025-07-30,2025-08-05,completed,543897.36,571.32,544468.68,INR,Corporate Card,UTR-250805-000163,INV-V0006-2507-9545,,AP Automation,2025-07-15T10:00:00+05:30
PAY-000189,CMP-NL-001,V0033,TXN-000199,2025-09-13,2025-08-05,completed,127914.78,150.81,128065.59,INR,UPI,UTR-250805-000189,INV-V0033-2507-7923,,AP Automation,2025-07-31T10:00:00+05:30
PAY-000197,CMP-NL-001,V0047,TXN-000207,2025-07-27,2025-08-05,completed,78154.75,81.93,78236.68,INR,ACH,UTR-250805-000197,INV-V0047-2507-2832,,AP Automation,2025-07-21T10:00:00+05:30
PAY-000180,CMP-NL-001,V0023,TXN-000190,2025-08-29,2025-08-06,completed,39934.78,20.81,39955.59,INR,UPI,UTR-250806-000180,INV-V0023-2507-4301,,AP Automation,2025-07-30T10:00:00+05:30
PAY-000190,CMP-NL-001,V0035,TXN-000200,2025-09-05,2025-08-06,completed,349543.96,95.09,349639.05,INR,Corporate Card,UTR-250806-000190,INV-V0035-2507-5942,,AP Automation,2025-07-25T10:00:00+05:30
PAY-000201,CMP-NL-001,V0051,TXN-000212,2025-07-23,2025-08-07,completed,9429.66,12.45,9442.11,INR,UPI,UTR-250807-000201,INV-V0051-2507-1100,,AP Automation,2025-07-19T10:00:00+05:30
PAY-000160,CMP-NL-001,V0004,TXN-000169,2025-07-19,2025-08-08,failed,424249.93,0.00,0.00,INR,UPI,UTR-250808-000160,INV-V0004-2507-7086,Daily payment limit exceeded,AP Automation,2025-07-15T10:00:00+05:30
PAY-000199,CMP-NL-001,V0051,TXN-000210,2025-07-23,2025-08-08,completed,8257.46,12.00,8269.46,INR,NEFT,UTR-250808-000199,INV-V0051-2507-6950,,AP Automation,2025-07-17T10:00:00+05:30
PAY-000221,CMP-NL-001,V0017,TXN-000232,2025-08-09,2025-08-09,completed,48738.15,35.95,48774.10,INR,RTGS,UTR-250809-000221,INV-V0017-2508-2298,,AP Automation,2025-08-09T10:00:00+05:30
PAY-000156,CMP-NL-001,V0001,TXN-000164,2025-07-27,2025-08-11,completed,330614.82,260.88,330875.70,INR,ACH,UTR-250811-000156,INV-V0001-2507-1038,,AP Automation,2025-07-27T10:00:00+05:30
PAY-000206,CMP-NL-001,V0003,TXN-000217,2025-09-21,2025-08-11,completed,236186.82,164.49,236351.31,INR,UPI,UTR-250811-000206,INV-V0003-2508-5238,,AP Automation,2025-08-10T10:00:00+05:30
PAY-000211,CMP-NL-001,V0008,TXN-000222,2025-09-06,2025-08-11,completed,157852.30,129.79,157982.09,INR,ACH,UTR-250811-000211,INV-V0008-2508-7989,,AP Automation,2025-08-09T10:00:00+05:30
PAY-000169,CMP-NL-001,V0011,TXN-000178,2025-07-19,2025-08-12,completed,78604.38,52.20,78656.58,INR,IMPS,UTR-250812-000169,INV-V0011-2507-7726,,AP Automation,2025-07-19T10:00:00+05:30
PAY-000174,CMP-NL-001,V0015,TXN-000184,2025-07-20,2025-08-12,completed,85098.05,39.03,85137.08,INR,Corporate Card,UTR-250812-000174,INV-V0015-2507-8327,,AP Automation,2025-07-20T10:00:00+05:30
PAY-000183,CMP-NL-001,V0026,TXN-000193,2025-09-11,2025-08-13,completed,831336.66,404.91,831741.57,INR,ACH,UTR-250813-000183,INV-V0026-2507-6897,,AP Automation,2025-07-31T10:00:00+05:30
PAY-000177,CMP-NL-001,V0018,TXN-000187,2025-09-06,2025-08-14,completed,105383.63,95.01,105478.64,INR,IMPS,UTR-250814-000177,INV-V0018-2507-4235,,AP Automation,2025-07-26T10:00:00+05:30
PAY-000164,CMP-NL-001,V0008,TXN-000173,2025-08-26,2025-08-15,completed,33663.27,35.97,33699.24,INR,ACH,UTR-250815-000164,INV-V0008-2507-8806,,AP Automation,2025-07-29T10:00:00+05:30
PAY-000249,CMP-NL-001,V0051,TXN-000262,2025-08-07,2025-08-15,completed,32689.37,22.45,32711.82,INR,RTGS,UTR-250815-000249,INV-V0051-2508-8773,,AP Automation,2025-08-03T10:00:00+05:30
PAY-000184,CMP-NL-001,V0028,TXN-000194,2025-08-03,2025-08-16,completed,148608.68,61.35,148670.03,INR,ACH,UTR-250816-000184,INV-V0028-2507-1979,,AP Automation,2025-07-27T10:00:00+05:30
PAY-000222,CMP-NL-001,V0017,TXN-000234,2025-08-05,2025-08-16,completed,18736.42,22.85,18759.27,INR,RTGS,UTR-250816-000222,INV-V0017-2508-2140,,AP Automation,2025-08-05T10:00:00+05:30
PAY-000224,CMP-NL-001,V0018,TXN-000236,2025-09-21,2025-08-16,completed,77356.63,76.44,77433.07,INR,IMPS,UTR-250816-000224,INV-V0018-2508-7342,,AP Automation,2025-08-08T10:00:00+05:30
PAY-000250,CMP-NL-001,V0051,TXN-000263,2025-08-17,2025-08-17,completed,28363.84,41.38,28405.22,INR,Corporate Card,UTR-250817-000250,INV-V0051-2508-3317,,AP Automation,2025-08-13T10:00:00+05:30
PAY-000205,CMP-NL-001,V0001,TXN-000216,2025-08-18,2025-08-18,completed,298955.50,304.55,299260.05,INR,RTGS,UTR-250818-000205,INV-V0001-2508-2395,,AP Automation,2025-08-18T10:00:00+05:30
PAY-000251,CMP-NL-001,V0054,TXN-000264,2025-08-14,2025-08-19,completed,69585.69,78.80,69664.49,INR,NEFT,UTR-250819-000251,INV-V0054-2508-4630,,AP Automation,2025-08-14T10:00:00+05:30
PAY-000212,CMP-NL-001,V0009,TXN-000223,2025-08-28,2025-08-22,completed,47228.37,45.19,47273.56,INR,UPI,UTR-250822-000212,INV-V0009-2508-8574,,AP Automation,2025-08-13T10:00:00+05:30
PAY-000217,CMP-NL-001,V0013,TXN-000228,2025-08-25,2025-08-22,completed,37905.06,20.78,37925.84,INR,UPI,UTR-250822-000217,INV-V0013-2508-9576,,AP Automation,2025-08-12T10:00:00+05:30
PAY-000209,CMP-NL-001,V0006,TXN-000220,2025-08-19,2025-08-23,completed,769779.92,160.12,769940.04,INR,NEFT,UTR-250823-000209,INV-V0006-2508-7849,,AP Automation,2025-08-07T10:00:00+05:30
PAY-000215,CMP-NL-001,V0012,TXN-000226,2025-08-12,2025-08-24,reversed,70270.37,0.00,0.00,INR,NEFT,UTR-250824-000215,INV-V0012-2508-4138,,AP Automation,2025-08-07T10:00:00+05:30
PAY-000247,CMP-NL-001,V0047,TXN-000260,2025-08-12,2025-08-24,completed,69062.32,26.62,69088.94,INR,ACH,UTR-250824-000247,INV-V0047-2508-3761,,AP Automation,2025-08-08T10:00:00+05:30
PAY-000210,CMP-NL-001,V0007,TXN-000221,2025-08-22,2025-08-25,completed,177523.66,38.02,177561.68,INR,UPI,UTR-250825-000210,INV-V0007-2508-7786,,AP Automation,2025-08-07T10:00:00+05:30
PAY-000214,CMP-NL-001,V0011,TXN-000225,2025-08-24,2025-08-25,completed,69491.21,67.17,69558.38,INR,ACH,UTR-250825-000214,INV-V0011-2508-7756,,AP Automation,2025-08-24T10:00:00+05:30
PAY-000223,CMP-NL-001,V0018,TXN-000235,2025-09-26,2025-08-25,completed,91197.67,131.11,91328.78,INR,UPI,UTR-250825-000223,INV-V0018-2508-4008,,AP Automation,2025-08-15T10:00:00+05:30
PAY-000213,CMP-NL-001,V0010,TXN-000224,2025-10-08,2025-08-26,completed,62290.26,34.18,62324.44,INR,IMPS,UTR-250826-000213,INV-V0010-2508-5942,,AP Automation,2025-08-26T10:00:00+05:30
PAY-000216,CMP-NL-001,V0012,TXN-000227,2025-08-10,2025-08-26,completed,36751.31,7.97,36759.28,INR,Corporate Card,UTR-250826-000216,INV-V0012-2508-1074,,AP Automation,2025-08-04T10:00:00+05:30
PAY-000238,CMP-NL-001,V0032,TXN-000251,2025-09-20,2025-08-26,completed,41094.28,28.79,41123.07,INR,NEFT,UTR-250826-000238,INV-V0032-2508-8498,,AP Automation,2025-08-22T10:00:00+05:30
PAY-000241,CMP-NL-001,V0037,TXN-000254,2025-08-23,2025-08-26,completed,300324.71,220.28,300544.99,INR,NEFT,UTR-250826-000241,INV-V0037-2508-3194,,AP Automation,2025-08-19T10:00:00+05:30
PAY-000218,CMP-NL-001,V0014,TXN-000229,2025-09-13,2025-08-28,completed,68103.66,56.59,68160.25,INR,IMPS,UTR-250828-000218,INV-V0014-2508-2532,,AP Automation,2025-08-17T10:00:00+05:30
PAY-000219,CMP-NL-001,V0015,TXN-000230,2025-08-07,2025-08-28,completed,149857.46,214.49,150071.95,INR,UPI,UTR-250828-000219,INV-V0015-2508-2131,,AP Automation,2025-08-07T10:00:00+05:30
PAY-000228,CMP-NL-001,V0021,TXN-000240,2025-08-16,2025-08-29,completed,430014.60,530.02,430544.62,INR,IMPS,UTR-250829-000228,INV-V0021-2508-6890,,AP Automation,2025-08-16T10:00:00+05:30
PAY-000233,CMP-NL-001,V0025,TXN-000246,2025-09-04,2025-08-29,completed,140062.20,80.04,140142.24,INR,IMPS,UTR-250829-000233,INV-V0025-2508-2079,,AP Automation,2025-08-07T10:00:00+05:30
PAY-000236,CMP-NL-001,V0031,TXN-000249,2025-08-21,2025-08-29,completed,36043.79,39.42,36083.21,INR,NEFT,UTR-250829-000236,INV-V0031-2508-6780,,AP Automation,2025-08-17T10:00:00+05:30
PAY-000246,CMP-NL-001,V0043,TXN-000259,2025-08-29,2025-08-29,completed,34254.85,22.68,34277.53,INR,Corporate Card,UTR-250829-000246,INV-V0043-2508-9419,,AP Automation,2025-08-29T10:00:00+05:30
PAY-000225,CMP-NL-001,V0019,TXN-000237,2025-09-05,2025-08-31,completed,60799.68,50.16,60849.84,INR,Corporate Card,UTR-250831-000225,INV-V0019-2508-2090,,AP Automation,2025-08-24T10:00:00+05:30
PAY-000229,CMP-NL-001,V0021,TXN-000241,2025-08-14,2025-09-01,completed,204665.03,261.87,204926.90,INR,ACH,UTR-250901-000229,INV-V0021-2508-8030,,AP Automation,2025-08-14T10:00:00+05:30
PAY-000245,CMP-NL-001,V0043,TXN-000258,2025-08-25,2025-09-01,completed,57617.78,47.90,57665.68,INR,IMPS,UTR-250901-000245,INV-V0043-2508-2731,,AP Automation,2025-08-25T10:00:00+05:30
PAY-000248,CMP-NL-001,V0050,TXN-000261,2025-10-12,2025-09-01,completed,33540.98,8.73,33549.71,INR,NEFT,UTR-250901-000248,INV-V0050-2508-8524,,AP Automation,2025-08-28T10:00:00+05:30
PAY-000208,CMP-NL-001,V0005,TXN-000219,2025-08-18,2025-09-02,completed,341936.94,274.81,342211.75,INR,UPI,UTR-250902-000208,INV-V0005-2508-5316,,AP Automation,2025-08-12T10:00:00+05:30
PAY-000253,CMP-NL-001,V0056,TXN-000266,2025-09-29,2025-09-02,completed,34480.79,12.56,34493.35,INR,ACH,UTR-250902-000253,INV-V0056-2508-6383,,AP Automation,2025-08-16T10:00:00+05:30
PAY-000226,CMP-NL-001,V0019,TXN-000238,2025-09-13,2025-09-03,completed,68312.61,77.14,68389.75,INR,Corporate Card,UTR-250903-000226,INV-V0019-2508-8114,,AP Automation,2025-08-30T10:00:00+05:30
PAY-000267,CMP-NL-001,V0010,TXN-000280,2025-10-17,2025-09-03,completed,118074.15,150.39,118224.54,INR,NEFT,UTR-250903-000267,INV-V0010-2509-6457,,AP Automation,2025-09-03T10:00:00+05:30
PAY-000235,CMP-NL-001,V0030,TXN-000248,2025-08-21,2025-09-05,completed,125382.40,120.44,125502.84,INR,RTGS,UTR-250905-000235,INV-V0030-2508-6713,,AP Automation,2025-08-21T10:00:00+05:30
PAY-000239,CMP-NL-001,V0033,TXN-000252,2025-10-02,2025-09-05,completed,47650.99,13.97,47664.96,INR,Corporate Card,UTR-250905-000239,INV-V0033-2508-1708,,AP Automation,2025-08-21T10:00:00+05:30
PAY-000240,CMP-NL-001,V0036,TXN-000253,2025-08-28,2025-09-05,completed,286206.19,75.00,286281.19,INR,Corporate Card,UTR-250905-000240,INV-V0036-2508-6421,,AP Automation,2025-08-28T10:00:00+05:30
PAY-000297,CMP-NL-001,V0038,TXN-000311,2025-10-04,2025-09-06,completed,198821.41,249.96,199071.37,INR,UPI,UTR-250906-000297,INV-V0038-2509-1264,,AP Automation,2025-09-06T10:00:00+05:30
